reading	word	pos	japanese_form
すのうぽりな	Snow Polina	noun	スノウポリナ
すのーふぇありー	Snow Fairy	noun	スノーフェアリー
すのーふぉーる	Snowfall	noun	スノーフォール
すのーらんたん	Snow Lantern	noun	スノーランタン
すのーらんど	Snowland	noun	スノーランド
すのーりっじ	Snow Ridge	noun	スノーリッジ
すぱいすどぱーふぇくしょん	Spiced Perfection	noun	スパイスドパーフェクション
すぱにっしゅくいん	Spanish Queen	noun	スパニッシュクイン
すぱにっしゅふぁーん	Spanish Fern	noun	スパニッシュファーン
すぱにっしゅみっくす	Spanish Mix	noun	スパニッシュミックス
すぱにっしゅむーん	Spanish Moon	noun	スパニッシュムーン
すぱるたかす	Spartacus	noun	スパルタカス
すぱんしゅがー	Spun Sugar	noun	スパンシュガー
すぱんつーらん	Spun to Run	noun	スパンツーラン
すぱーくおぶらいふ	Spark Of Life	noun	スパークオブライフ
すぱーくりんぐぷれんてぃ	Sparkling Plenty	noun	スパークリングプレンティ
すぴにんぐくいーん	Spinning Queen	noun	スピニングクイーン
すぴにんぐひる	Spinning Hill	noun	スピニングヒル
すぴにんぐわーるど	Spinning World	noun	スピニングワールド
すぴりっとおぶせんとるいす	Spirit Of St Louis	noun	スピリットオブセントルイス
すぴりっとおぶぶーむ	Spirit of Boom	noun	スピリットオブブーム
すぴりっとわん	Spirit One	noun	スピリットワン
すぴるうぇい	Spillway	noun	スピルウェイ
すぴーかーずこーなー	Speaker's Corner	noun	スピーカーズコーナー
すぴーきんぐおぶうぃっち	Speaking of Which	noun	スピーキングオブウィッチ
すぴーきんぐおぶふぃっち	Speaking of Which	noun	スピーキングオブフィッチ
すぴーきんぐすかうと	Speaking Scout	noun	スピーキングスカウト
すぴーくふぁんどりー	Speak Fondly	noun	スピークファンドリー
すぴーち	Speech	noun	スピーチ
すぴーでぃぼーでぃんぐ	Speedy Boarding	noun	スピーディボーディング
すぴーどぎふてっど	Speed Gifted	noun	スピードギフテッド
すぴーどぼーとびーち	Speed Boat Beach	noun	スピードボートビーチ
すふぇのふぁいた	Sphenophyta	noun	スフェノファイタ
すぷらいと	Spright	noun	スプライト
すぷりんぐあっとらすと	Spring At Last	noun	スプリングアットラスト
すぷりんぐいんじえあー	Spring in the Air	noun	スプリングインジエアー
すぷりんぐくおりてぃ	Spring Quality	noun	スプリングクオリティ
すぷりんたーさくれ	Sprinter Sacre	noun	スプリンターサクレ
すぷれましー	Supremacy	noun	スプレマシー
すぷれんでぃっどぶれんでっど	Splendid Blended	noun	スプレンディッドブレンデッド
すぷれんどら	Splendora	noun	スプレンドラ
すぺいつたうん	Speightstown	noun	スペイツタウン
すぺいん	Spain	noun	スペイン
すぺくとらむ	Spectrum	noun	スペクトラム
すぺしおーさ	Speciosa	noun	スペシオーサ
すぺしゃる	Special	noun	スペシャル
すぺしゃるくえすと	Special Quest	noun	スペシャルクエスト
すぺしゃるでゅーてぃー	Special Duty	noun	スペシャルデューティー
すぺしゃるでーん	Special Dane	noun	スペシャルデーン
すぺしゃるはーもにー	Special Harmony	noun	スペシャルハーモニー
すぺしゃるりんぐ	Special Ring	noun	スペシャルリング
すぺるこれどら	Super Corredora	noun	スペルコレドラ
すぺんだれら	Spendarella	noun	スペンダレラ
すぺーすぶるーす	Space Blues	noun	スペースブルース
すぼてぃか	Subotica	noun	スボティカ
すぽーくんふぁー	Spoken Fur	noun	スポークンファー
すぽーてぃんぐちゃんす	Sporting Chance	noun	スポーティングチャンス
すまいりんぐたいがー	Smiling Tiger	noun	スマイリングタイガー
すまぐらー	Smuggler	noun	スマグラー
すまっしんぐぱんぷきん	Smashing Pumpkin	noun	スマッシングパンプキン
すまてぃ	Sumati	noun	スマティ
すまーてぃじょーんず	Smarty Jones	noun	スマーティジョーンズ
すまーとすとらいく	Smart Strike	noun	スマートストライク
すまーとみさいる	Smart Missile	noun	スマートミサイル
すむーすろーらー	Smooth Roller	noun	スムースローラー
すむーずらいくすとれいと	Smooth Like Strait	noun	スムーズライクストレイト
すもーきんじょーい	Smokin' Joey	noun	スモーキンジョーイ
すもーきんろーまんず	Smokin' Romans	noun	スモーキンローマンズ
すもーくぐらっけん	Smoke Glacken	noun	スモークグラッケン
すもーるまいんず	Small Minds	noun	スモールマインズ
すらいごべい	Sligo Bay	noun	スライゴベイ
すらいとりーでんじゃらす	Slightly Dangerous	noun	スライトリーデンジャラス
すらぼにっく	Slavonic	noun	スラボニック
すらまに	Sulamani	noun	スラマニ
すらんばー	Slumber	noun	スランバー
すらゔぉにっく	Slavonic	noun	スラヴォニック
すりかんでぃ	Srikandi	noun	スリカンディ
すりっくりー	Slickly	noun	スリックリー
すりーくしゃーし	Sleek Chassis	noun	スリークシャーシ
すりーばれーず	Three Valleys	noun	スリーバレーズ
すりーぴーたいむ	Sleepytime	noun	スリーピータイム
すりーりんぐ	Three Ring	noun	スリーリング
すりーゔぁれーず	Three Valleys	noun	スリーヴァレーズ
するたにあ	Sultanina	noun	スルタニア
するーおぶだますかす	Slew of Damascus	noun	スルーオブダマスカス
するーじんふぃず	Slew Gin Fizz	noun	スルージンフィズ
すれーどぱわー	Slade Power	noun	スレードパワー
すろーだうんあんでぃ	Slow Down Andy	noun	スローダウンアンディ
すわっがーじゃっく	Swagger Jack	noun	スワッガージャック
すわっぷふりっぱるー	Swap Fliparoo	noun	スワップフリッパルー
すーけら	Sookera	noun	スーケラ
すーとら	Sutra	noun	スートラ
すーねーしょん	Sioux Nation	noun	スーネーション
すーぱーいんぽーず	Super Impose	noun	スーパーインポーズ
すーぱーいーじー	Super Easy	noun	スーパーイージー
すーぱーえれがんと	Super Elegant	noun	スーパーエレガント
すーぱーきっど	Super Kid	noun	スーパーキッド
すーぱーくえるかす	Super Quercus	noun	スーパークエルカス
すーぱーくーる	Super Cool	noun	スーパークール
すーぱーじぇむ	Supah Gem	noun	スーパージェム
すーぱーすとっく	Super Stock	noun	スーパーストック
すーぱーせいばー	Super Saver	noun	スーパーセイバー
すーぱーせいゔぁー	Super Saver	noun	スーパーセイヴァー
すーぱーせす	Super Seth	noun	スーパーセス
ずべずだ	Zvezda	noun	ズベズダ
ずるむー	Surumu	noun	ズルムー
ずゔぇずだ	Zvezda	noun	ズヴェズダ
ずーがっちゃ	Zougotcha	noun	ズーガッチャ
ずーすたー	Zoustar	noun	ズースター
ずーなくあ	Zoonaqua	noun	ズーナクア
ずーるーあるふぁ	Zulu Alpha	noun	ズールーアルファ
ずーるーきんぐだむ	Zulu Kingdom	noun	ズールーキングダム
せいくりっどうぃっしゅ	Sacred Wish	noun	セイクリッドウィッシュ
せいくりっどえりくさー	Sacred Elixir	noun	セイクリッドエリクサー
せいくりっどきんぐだむ	Sacred Kingdom	noun	セイクリッドキングダム
せいくりっどちょいす	Sacred Choice	noun	セイクリッドチョイス
せいくれっどすたー	Sacred Star	noun	セイクレッドスター
せいくれっどふぉーるず	Sacred Falls	noun	セイクレッドフォールズ
せいすもす	Seismos	noun	セイスモス
せいのーもあ	Say No More	noun	セイノーモア
せいふりーけぷと	Safely Kept	noun	セイフリーケプト
せいぶざらすとだんす	Savethelastdance	noun	セイブザラストダンス
せいんとせしる	Saint Cecile	noun	セイントセシル
せいんとばらーど	Saint Ballado	noun	セイントバラード
せいんとりあむ	Saint Liam	noun	セイントリアム
せいんとりー	Saintly	noun	セイントリー
せいゔざらすとだんす	Savethelastdance	noun	セイヴザラストダンス
せおるうるふ	Ceolwulf	noun	セオルウルフ
せかんどえんぱいあ	Second Empire	noun	セカンドエンパイア
せかんどかみんぐ	Second Coming	noun	セカンドカミング
せかんどすてっぷ	Second Step	noun	セカンドステップ
せかんどせっと	Second Set	noun	セカンドセット
せくすあぴーる	Sex Appeal	noun	セクスアピール
せくれてーむ	Secrettame	noun	セクレテーム
せこや	Sequoyah	noun	セコヤ
せざんぬ	Cezanne	noun	セザンヌ
せじぇすた	Segesta	noun	セジェスタ
せだーばーぐ	Cedarberg	noun	セダーバーグ
せっくすあぴーる	Sex Appeal	noun	セックスアピール
せっとすくえあ	Set Square	noun	セットスクエア
せっとぴーす	Set Piece	noun	セットピース
せっとぷれい	Set Play	noun	セットプレイ
せてわよ	Cetewayo	noun	セテワヨ
せでくれむ	Sedecrem	noun	セデクレム
せでーとりー	Sedately	noun	セデートリー
せにゅあ	Senure	noun	セニュア
せねっくす	Senex	noun	セネックス
せぱるす	Sepals	noun	セパルス
せぱれーしょんおぶぱわーず	Separationofpowers	noun	セパレーションオブパワーズ
せびる	Seville	noun	セビル
せぶりんぐ	Sebring	noun	セブリング
せぶんすすとりーと	Seventh Street	noun	セブンスストリート
せぶんすへぶん	Seventh Heaven	noun	セブンスヘブン
せぶんすへゔん	Seventh Heaven	noun	セブンスヘヴン
せぷてぃます	Septimus	noun	セプティマス
せぷてんばーらん	September Run	noun	セプテンバーラン
せぽい	Sepoy	noun	セポイ
せらぴすと	Therapist	noun	セラピスト
せられいく	Serra Lake	noun	セラレイク
せりの	Selino	noun	セリノ
せるかーく	Selkirk	noun	セルカーク
せるせね	Cercene	noun	セルセネ
せるてぃっくあーむず	Celtic Arms	noun	セルティックアームズ
せるみす	Selmis	noun	セルミス
せるりあんすかい	Cerulean Sky	noun	セルリアンスカイ
せれすてぃあるれじぇんど	Celestial Legend	noun	セレスティアルレジェンド
せれすてぃん	Celestine	noun	セレスティン
せれなずそんぐ	Serena's Song	noun	セレナズソング
せれなーでろーず	Serenade Rose	noun	セレナーデローズ
せれね	Selene	noun	セレネ
せれりっく	Celeric	noun	セレリック
せれんげてぃえんぷれす	Serengeti Empress	noun	セレンゲティエンプレス
せんが	Senga	noun	センガ
せんすおぶおけーじょん	Sense Of Occasion	noun	センスオブオケージョン
せんたーくれすと	Centre Crest	noun	センタークレスト
せんたーこーと	Centre Court	noun	センターコート
せんだわーる	Sendawar	noun	センダワール
せんちめんたるみす	Sentimental Miss	noun	センチメンタルミス
せんてーん	Centaine	noun	センテーン
せんとくれめんすべる	St. Clemens Belle	noun	セントクレメンスベル
せんとこべっと	St. Covet	noun	セントコベット
せんとこゔぇっと	St. Covet	noun	セントコヴェット
せんとじょばいと	St Jovite	noun	セントジョバイト
せんとじょゔぁいと	St Jovite	noun	セントジョヴァイト
せんとにこらすあびー	St Nicholas Abbey	noun	セントニコラスアビー
せんとばじる	St Basil	noun	セントバジル
せんとばらーど	Saint Ballado	noun	セントバラード
せんとほーむ	Cent Home	noun	セントホーム
せんとまーくすばしりか	St Mark's Basilica	noun	セントマークスバシリカ
せんとらるいんてりじぇんす	Centralinteligence	noun	セントラルインテリジェンス
せんとらるぱーく	Central Park	noun	セントラルパーク
せんとりあむ	Saint Liam	noun	セントリアム
せんとりーむず	St Reims	noun	セントリームズ
せんとれいむす	St Reims	noun	セントレイムス
せんとれいむず	St Reims	noun	セントレイムズ
せゔぃる	Seville	noun	セヴィル
せゔんすすとりーと	Seventh Street	noun	セヴンスストリート
せゔんすへぶん	Seventh Heaven	noun	セヴンスヘブン
せゔんすへゔん	Seventh Heaven	noun	セヴンスヘヴン
せーじばーぐ	Sageburg	noun	セージバーグ
せーぶざらすとだんす	Savethelastdance	noun	セーブザラストダンス
せーらーずばれんたいん	Sailor's Valentine	noun	セーラーズバレンタイン
せーらーずゔぁれんたいん	Sailor's Valentine	noun	セーラーズヴァレンタイン
せーゔざらすとだんす	Savethelastdance	noun	セーヴザラストダンス
ぜあごーずはーばーど	There Goes Harvard	noun	ゼアゴーズハーバード
ぜあごーずはーゔぁーど	There Goes Harvard	noun	ゼアゴーズハーヴァード
ぜでぃてーぶ	Zeditave	noun	ゼディテーブ
ぜでぃてーゔ	Zeditave	noun	ゼディテーヴ
ぜにゃった	Zenyatta	noun	ゼニャッタ
ぜにやった	Zenyatta	noun	ゼニヤッタ
ぜりー	Zellie	noun	ゼリー
ぜるざる	Zelzal	noun	ゼルザル
ぜんせーしょなる	Zensational	noun	ゼンセーショナル
ぜんだん	Zandon	noun	ゼンダン
そありんぐそふとりー	Soaring Softly	noun	ソアリングソフトリー
そありんぐふりー	Soaring Free	noun	ソアリングフリー
そいからんぼろ	Soy Carambolo	noun	ソイカランボロ
そうるおぶあんえんじぇる	Soul of an Angel	noun	ソウルオブアンエンジェル
そうるおぶざまたー	Soul of the Matter	noun	ソウルオブザマター
そうるしすたー	Soul Sister	noun	ソウルシスター
そさえてぃ	Society	noun	ソサエティ
そさえてぃせれくしょん	Society Selection	noun	ソサエティセレクション
そさえてぃろっく	Society Rock	noun	ソサエティロック
そじー	Sosie	noun	ソジー
そっくすねーしょん	Socks Nation	noun	ソックスネーション
そっとさす	Sottsass	noun	ソットサス
そにーぼーいりすとん	Sonnyboyliston	noun	ソニーボーイリストン
そびえとそんぐ	Soviet Song	noun	ソビエトソング
そびえとらいん	Soviet Line	noun	ソビエトライン
そふぃあろーざ	Sofia Rosa	noun	ソフィアローザ
そふぃすてぃきゃっと	Sophisticat	noun	ソフィスティキャット
そふぃーぴー	Sophie P	noun	ソフィーピー
そぶりん	Sovereign	noun	ソブリン
そぶりんてぃ	Sovereignty	noun	ソブリンティ
そぶりんぱす	Sovereign Path	noun	ソブリンパス
そぷれっさ	Sopressa	noun	ソプレッサ
そまりれもねーど	Somali Lemonade	noun	ソマリレモネード
そむなす	Somnus	noun	ソムナス
そりあーの	Soriano	noun	ソリアーノ
そるじぇにーつぃん	Solzhenitsyn	noun	ソルジェニーツィン
そるじゃーおぶふぉーちゅん	Soldier Of Fortune	noun	ソルジャーオブフォーチュン
そるじゃーずている	Soldier's Tale	noun	ソルジャーズテイル
そるじゃーずてーる	Soldier's Tale	noun	ソルジャーズテール
そるじゃーほろう	Soldier Hollow	noun	ソルジャーホロウ
そるてぃ	Salty	noun	ソルティ
そるとちゃんぷ	Salt Champ	noun	ソルトチャンプ
そるとれいく	Salt Lake	noun	ソルトレイク
そるびっと	Solvit	noun	ソルビット
そるゔぃっと	Solvit	noun	ソルヴィット
それあんが	Soreanga	noun	ソレアンガ
それみあ	Solemia	noun	ソレミア
そろう	Solow	noun	ソロウ
そろん	Solon	noun	ソロン
そんぐあんだぷれいやー	Songandaprayer	noun	ソングアンダプレイヤー
そんぐばーど	Songbird	noun	ソングバード
そゔぃえとそんぐ	Soviet Song	noun	ソヴィエトソング
そゔぃえとらいん	Soviet Line	noun	ソヴィエトライン
そゔりん	Sovereign	noun	ソヴリン
そゔりんてぃ	Sovereignty	noun	ソヴリンティ
そゔりんぱす	Sovereign Path	noun	ソヴリンパス
そーかじゅある	So Casual	noun	ソーカジュアル
そーずえこー	Thor's Echo	noun	ソーズエコー
そーてぃれじゅ	Sortilege	noun	ソーティレジュ
そーてるぬ	Sauterne	noun	ソーテルヌ
そーとぷろせす	Thought Process	noun	ソートプロセス
そーどおぶおすまん	Sword Of Osman	noun	ソードオブオスマン
そーはっぴー	So Happy	noun	ソーハッピー
そーぴーどあんな	Thorpedo Anna	noun	ソーピードアンナ
そーふぁくちゅある	So Factual	noun	ソーファクチュアル
そーべつ	Sobetsu	noun	ソーベツ
そーぺーどあんな	Thorpedo Anna	noun	ソーペードアンナ
そーまれず	Saumarez	noun	ソーマレズ
そーめにーうぇいず	So Many Ways	noun	ソーメニーウェイズ
そーゆーしんく	So You Think	noun	ソーユーシンク
そーらーすぷれんだー	Solar Splendor	noun	ソーラースプレンダー
そーるぱわー	Sole Power	noun	ソールパワー
そーんそんぐ	Thorn Song	noun	ソーンソング
そーんぱーく	Thorn Park	noun	ソーンパーク
ぞふぁにー	Zoffany	noun	ゾファニー
ぞふてぃぐ	Zoftig	noun	ゾフティグ
ぞまらだ	Zomaradah	noun	ゾマラダ
ぞら	Zola	noun	ゾラ
ぞんたーく	Sonntag	noun	ゾンターク
ぞんだ	Zonda	noun	ゾンダ
ぞーいんぷれっしぶ	Zo Impressive	noun	ゾーインプレッシブ
ぞーいんぷれっしゔ	Zo Impressive	noun	ゾーインプレッシヴ
ぞーまん	Zoman	noun	ゾーマン
たいがーたなか	Tiger Tanaka	noun	タイガータナカ
たいがーてぃーず	Tiger Tees	noun	タイガーティーズ
たいがーひる	Tiger Hill	noun	タイガーヒル
たいがーろーる	Tiger Roll	noun	タイガーロール
たいくーんたら	Tycoon Tara	noun	タイクーンタラ
たいくーんりる	Tycoon Lil	noun	タイクーンリル
たいざのっと	Tie The Knot	noun	タイザノット
たいたにっくじゃっく	Titanic Jack	noun	タイタニックジャック
たいとすぽっと	Tight Spot	noun	タイトスポット
たいば	Taiba	noun	タイバ
たいぱん	Taipan	noun	タイパン
たいふーんとれーしー	Typhoon Tracy	noun	タイフーントレーシー
たいぶらっく	Tie Black	noun	タイブラック
たいむあんどもーしょん	Time and Motion	noun	タイムアンドモーション
たいむきーぱー	Time Keeper	noun	タイムキーパー
たいむてすと	Time Test	noun	タイムテスト
たいむぴーす	Timepiece	noun	タイムピース
たいむふぉーさんだるず	Time For Sandals	noun	タイムフォーサンダルズ
たいむわーぷ	Time Warp	noun	タイムワープ
たうきーる	Tawkeel	noun	タウキール
たうふぁんずめろでぃ	Taufan's Melody	noun	タウファンズメロディ
たかふる	Takaful	noun	タカフル
たがろあ	Tagaloa	noun	タガロア
たくてぃかるきゃっと	Tactical Cat	noun	タクティカルキャット
たぐるーだ	Taghrooda	noun	タグルーダ
たし	Tashi	noun	タシ
たすかんいぶにんぐ	Tuscan Evening	noun	タスカンイブニング
たすかんいゔにんぐ	Tuscan Evening	noun	タスカンイヴニング
たっくどぅぼわすとろん	Tac de Boistron	noun	タックドゥボワストロン
たっちおぶざぶるーす	Touch of the Blues	noun	タッチオブザブルース
たっちごーるど	Touch Gold	noun	タッチゴールド
たっぱんすとりーと	Tappan Street	noun	タッパンストリート
たっぷとぅみゅーじっく	Tap to Music	noun	タップトゥミュージック
たっぷりっと	Tapwrit	noun	タップリット
たとるている	Taatletail	noun	タトルテイル
たなりー	Tannery	noun	タナリー
たばご	Tavago	noun	タバゴ
たばすこきゃっと	Tabasco Cat	noun	タバスコキャット
たぱんすとりーと	Tappan Street	noun	タパンストリート
たひーら	Tahiyra	noun	タヒーラ
たびすとっく	Tavistock	noun	タビストック
たぴざー	Tapizar	noun	タピザー
たぴっつふらい	Tapitsfly	noun	タピッツフライ
たぴっと	Tapit	noun	タピット
たぴっととらいす	Tapit Trice	noun	タピットトライス
たふてぃずしす	Tough Tiz's Sis	noun	タフティズシス
たぺすとりー	Tapestry	noun	タペストリー
たまゆず	Tamayuz	noun	タマユズ
たまら	Tamara	noun	タマラ
たまらんど	Tamarando	noun	タマランド
たまりすく	Tamarisk	noun	タマリスク
たまーくず	Tamarkuz	noun	タマークズ
たむふぁな	Tamfana	noun	タムファナ
たむれっと	Tamerett	noun	タムレット
たらすこん	Tarascon	noun	タラスコン
たらずたんご	Tara's Tango	noun	タラズタンゴ
たりす	Taris	noun	タリス
たりすまにっく	Talismanic	noun	タリスマニック
たりずらっきーばすらいど	Tali'sluckybusride	noun	タリズラッキーバスライド
たりぶ	Ta Rib	noun	タリブ
たりーさんだー	Tully Thunder	noun	タリーサンダー
たるこ	Talco	noun	タルコ
たるなわ	Tarnawa	noun	タルナワ
たれんと	Talent	noun	タレント
たんじぇりんとぅりーず	Tangerine Trees	noun	タンジェリントゥリーズ
たんてぃえーむ	Tantieme	noun	タンティエーム
たんとろーず	Tante Rose	noun	タントローズ
たゔぁご	Tavago	noun	タヴァゴ
たゔぃすとっく	Tavistock	noun	タヴィストック
たーくぱさー	Turk Passer	noun	タークパサー
たーじの	Tarzino	noun	タージノ
たーとるあいらんど	Turtle Island	noun	タートルアイランド
たーとるぼうる	Turtle Bowl	noun	タートルボウル
たーびゅれんとでぃせんと	Turbulent Descent	noun	タービュレントディセント
たーふどんな	Turfdonna	noun	ターフドンナ
たーふふぉんていん	Turffontein	noun	ターフフォンテイン
たーぼこんぷれっさー	Turbo Compressor	noun	ターボコンプレッサー
たーりんぐぁ	Terlingua	noun	ターリングァ
たーりんぐあ	Terlingua	noun	ターリングア
たーろう	Tarlow	noun	ターロウ
たーんばっくじあらーむ	Turnback the Alarm	noun	ターンバックジアラーム
たーんみーるーす	Turn Me Loose	noun	ターンミールース
だいあぞ	Diazo	noun	ダイアゾ
だいあもんずあんどるびーず	Diamondsandrubies	noun	ダイアモンズアンドルビーズ
だいあるどいん	Dialed In	noun	ダイアルドイン
だいいしす	Diesis	noun	ダイイシス
だいしーどーむ	Daysee Doom	noun	ダイシードーム
だいじん	Dai Jin	noun	ダイジン
だいぜる	Dizelle	noun	ダイゼル
だいなすてぃ	Dynasty	noun	ダイナスティ
だいなふぉーす	Dynaforce	noun	ダイナフォース
だいなふぉーまー	Dynaformer	noun	ダイナフォーマー
だいなみっくぷらいしんぐ	Dynamic Pricing	noun	ダイナミックプライシング
だいばーしふぁい	Diversify	noun	ダイバーシファイ
だいやもんどどりる	Diamond Drille	noun	ダイヤモンドドリル
だいやもんどねっくれす	Diamond Necklace	noun	ダイヤモンドネックレス
だいやもんどらばー	Diamond Lover	noun	ダイヤモンドラバー
だいやもんどらゔぁー	Diamond Lover	noun	ダイヤモンドラヴァー
だいやもんどれら	Diamondrella	noun	ダイヤモンドレラ
だいゔぁーしふぁい	Diversify	noun	ダイヴァーシファイ
だうんざあいる	Down the Aisle	noun	ダウンザアイル
だうんざだすてぃろーど	Downthedustyroad	noun	ダウンザダスティロード
だこたふぉん	Dakota Phone	noun	ダコタフォン
だしゃんたー	Dushyantor	noun	ダシャンター
だしゃんとーる	Dushyantor	noun	ダシャントール
だしーた	Dacita	noun	ダシータ
だたら	Da'Tara	noun	ダタラ
だっしゅふぉーきゃっしゅ	Dash For Cash	noun	ダッシュフォーキャッシュ
だっしんぐいーぐる	Dashing Eagle	noun	ダッシングイーグル
だっしんぐぶれいど	Dashing Blade	noun	ダッシングブレイド
だっずきゃっぷす	Dads Caps	noun	ダッズキャップス
だっちあーと	Dutch Art	noun	ダッチアート
だでぃーずりるだーりん	Daddys Lil Darling	noun	ダディーズリルダーリン
だでぃーずるびー	Daddysruby	noun	ダディーズルビー
だにまーてぃん	Danni Martine	noun	ダニマーティン
だびるしむ	Dabirsim	noun	ダビルシム
だぶりん	Dublin	noun	ダブリン
だぶるうぇっじ	Double Wedge	noun	ダブルウェッジ
だぶるとらぶる	Double Trouble	noun	ダブルトラブル
だぶるとりがー	Double Trigger	noun	ダブルトリガー
だぶるめじゃー	Double Major	noun	ダブルメジャー
だほす	Da Hoss	noun	ダホス
だらかに	Dalakhani	noun	ダラカニ
だらざり	Darazari	noun	ダラザリ
だりあ	Dahlia	noun	ダリア
だりあずどりーまー	Dahlia's Dreamer	noun	ダリアズドリーマー
だりあば	Daryaba	noun	ダリアバ
だりあぽー	Daliapour	noun	ダリアポー
だりあん	Dariyan	noun	ダリアン
だりか	Dalika	noun	ダリカ
だりず	Daryz	noun	ダリズ
だりゃかな	Daryakana	noun	ダリャカナ
だりやん	Dariyan	noun	ダリヤン
だりーず	Daryz	noun	ダリーズ
だるから	Dalkala	noun	ダルカラ
だるさらむ	Darsalam	noun	ダルサラム
だるし	Darsi	noun	ダルシ
だるしぶらーま	Darci Brahma	noun	ダルシブラーマ
だるしゃーん	Darshaan	noun	ダルシャーン
だるじぇんと	D'Argento	noun	ダルジェント
だるじな	Darjina	noun	ダルジナ
だるだのす	Dardanos	noun	ダルダノス
だるちえろ	Dal Cielo	noun	ダルチエロ
だんえくせる	Dan Excel	noun	ダンエクセル
だんかん	Duncan	noun	ダンカン
だんく	Dank	noun	ダンク
だんぐりっさ	Danglissa	noun	ダングリッサ
だんける	Dunkel	noun	ダンケル
だんざ	Danza	noun	ダンザ
だんしり	Dansili	noun	ダンシリ
だんしんぐいんしるくす	Dancing in Silks	noun	ダンシングインシルクス
だんしんぐえでぃ	Dancing Edie	noun	ダンシングエディ
だんしんぐきい	Dancing Key	noun	ダンシングキイ
だんしんぐしょー	Dancing Show	noun	ダンシングショー
だんしんぐすぷりー	Dancing Spree	noun	ダンシングスプリー
だんしんぐふぉーえばー	Dancing Forever	noun	ダンシングフォーエバー
だんしんぐふぉーえゔぁー	Dancing Forever	noun	ダンシングフォーエヴァー
だんしんぐらぐす	Dancing Rags	noun	ダンシングラグス
だんしんぐれいん	Dancing Rain	noun	ダンシングレイン
だんじぐ	Danzig	noun	ダンジグ
だんすうぃずふぇいと	Dance With Fate	noun	ダンスウィズフェイト
だんすかーど	Dance Card	noun	ダンスカード
だんすけ	Danske	noun	ダンスケ
だんすすまーとりー	Dance Smartly	noun	ダンススマートリー
だんすでざいん	Dance Design	noun	ダンスデザイン
だんすとぅぶりすとる	Dance to Bristol	noun	ダンストゥブリストル
だんすとぅるーざどーん	Dancethruthedawn	noun	ダンストゥルーザドーン
だんすひーろー	Dance Hero	noun	ダンスヒーロー
だんずだんずだんす	Danzdanzdance	noun	ダンズダンズダンス
だんせてりあ	Danceteria	noun	ダンセテリア
だんぜろ	Danzero	noun	ダンゼロ
だんちひ	Danzig	noun	ダンチヒ
だんてら	Dantelah	noun	ダンテラ
だんでぃまん	Dandy Man	noun	ダンディマン
だんでぃーる	It's A Dundeel	noun	ダンディール
だんばーろーど	Dunbar Road	noun	ダンバーロード
だんらー	Danelagh	noun	ダンラー
だんりー	Danleigh	noun	ダンリー
だーくえんじぇる	Dark Angel	noun	ダークエンジェル
だーくですとろいやー	Dark Destroyer	noun	ダークデストロイヤー
だーくどりーむ	Dark Dream	noun	ダークドリーム
だーくむーんだんさー	Dark Moondancer	noun	ダークムーンダンサー
だーしぶらーま	Darci Brahma	noun	ダーシブラーマ
だーすとん	Durston	noun	ダーストン
だーはー	Daaher	noun	ダーハー
だーばんさんだー	Durban Thunder	noun	ダーバンサンダー
だーぶりっじ	Durbridge	noun	ダーブリッジ
だーれみ	Dar Re Mi	noun	ダーレミ
ちぇいしんぐいえすたでー	Chasing Yesterday	noun	チェイシングイエスタデー
ちぇおるうるふ	Ceolwulf	noun	チェオルウルフ
ちぇすたーはうす	Chester House	noun	チェスターハウス
ちぇっくざれーべる	Check the Label	noun	チェックザレーベル
ちぇりーみっくす	Cherry Mix	noun	チェリーミックス
ちぇるしーふらわー	Chelsey Flower	noun	チェルシーフラワー
ちぇろきーらん	Cherokee Run	noun	チェロキーラン
ちぇろきーろーず	Cherokee Rose	noun	チェロキーローズ
ちぇんじんぐおぶざがーど	Changingoftheguard	noun	チェンジングオブザガード
ちぇーんおぶらいとにんぐ	Chain of Lightning	noun	チェーンオブライトニング
ちきーた	Chicquita	noun	チキータ
ちぜりんぐ	Chiselling	noun	チゼリング
ちたうんれいでぃ	Chi Town Lady	noun	チタウンレイディ
ちまでとりおんふ	Cima De Triomphe	noun	チマデトリオンフ
ちゃいにーずほわいと	Chinese White	noun	チャイニーズホワイト
ちゃいむずおぶふりーだむ	Chimes of Freedom	noun	チャイムズオブフリーダム
ちゃちゃめいでぃー	Chachamaidee	noun	チャチャメイディー
ちゃとーか	Chautauqua	noun	チャトーカ
ちゃぽさすぷりんぐす	Chaposa Springs	noun	チャポサスプリングス
ちゃりてぃーらいん	Charity Line	noun	チャリティーライン
ちゃりん	Charyn	noun	チャリン
ちゃんさーまくぱとりっく	Chancer McPatrick	noun	チャンサーマクパトリック
ちゃんねるきゃっと	Channel Cat	noun	チャンネルキャット
ちゃんねるめいかー	Channel Maker	noun	チャンネルメイカー
ちゃんねるめーかー	Channel Maker	noun	チャンネルメーカー
ちゃんぷぺがさす	Champ Pegasus	noun	チャンプペガサス
ちゃーじふぉわーど	Charge Forward	noun	チャージフォワード
ちゃーちる	Churchill	noun	チャーチル
ちゃーみんぐそーと	Charming Thought	noun	チャーミングソート
ちゃーむすとーん	Charm Stone	noun	チャームストーン
ちゃーむすぴりっと	Charm Spirit	noun	チャームスピリット
ちゅーずでー	Tuesday	noun	チューズデー
